WKT,Longitude,Latitude,Description,Satellite,Orbit,Time_WST,Date,SatZenith,Confidence,Intensity,Receiving_Station
"POINT (116.785 -20.605)","116.785","-20.605","Possible FHS
",NOAA-19,"62025",18:54,"20210219","5.01","-1.00","-1.00",Alice Springs
"POINT (124.365 -21.495)","124.365","-21.495","Possible FHS
",NOAA-19,"62025",18:54,"20210219","48.35","-1.00","-1.00",Alice Springs
"POINT (115.005 -21.705)","115.005","-21.705","Possible FHS
",NOAA-19,"62025",18:54,"20210219","10.56","-1.00","-1.00",Alice Springs
"POINT (117.435 -30.655)","117.435","-30.655","Possible FHS
",NOAA-19,"62025",18:54,"20210219","9.83","-1.00","-1.00",Alice Springs
"POINT (117.445 -30.655)","117.445","-30.655","Possible FHS
",NOAA-19,"62025",18:54,"20210219","9.76","-1.00","-1.00",Alice Springs
"POINT (117.455 -30.655)","117.455","-30.655","Possible FHS
",NOAA-19,"62025",18:54,"20210219","9.69","-1.00","-1.00",Alice Springs
"POINT (121.485 -30.885)","121.485","-30.885","
",NOAA-19,"62025",18:54,"20210219","17.30","-1.00","-1.00",Alice Springs
"POINT (121.495 -30.885)","121.495","-30.885","
",NOAA-19,"62025",18:54,"20210219","17.37","-1.00","-1.00",Alice Springs
"POINT (121.055 -32.045)","121.055","-32.045","
",NOAA-19,"62025",18:54,"20210219","12.10","-1.00","-1.00",Alice Springs
"POINT (118.145 -32.895)","118.145","-32.895","
",NOAA-19,"62025",18:54,"20210219","9.27","-1.00","-1.00",Alice Springs
"POINT (116.785 -20.605)","116.785","-20.605","Possible FHS
",NOAA-19,"62026",18:54,"20210219","5.01","-1.00","-1.00",Murdoch
"POINT (124.365 -21.495)","124.365","-21.495","Possible FHS
",NOAA-19,"62026",18:54,"20210219","48.35","-1.00","-1.00",Murdoch
"POINT (115.005 -21.705)","115.005","-21.705","Possible FHS
",NOAA-19,"62026",18:54,"20210219","10.56","-1.00","-1.00",Murdoch
"POINT (117.435 -30.655)","117.435","-30.655","Possible FHS
",NOAA-19,"62026",18:54,"20210219","9.83","-1.00","-1.00",Murdoch
"POINT (117.445 -30.655)","117.445","-30.655","Possible FHS
",NOAA-19,"62026",18:54,"20210219","9.76","-1.00","-1.00",Murdoch
"POINT (117.455 -30.655)","117.455","-30.655","Possible FHS
",NOAA-19,"62026",18:54,"20210219","9.69","-1.00","-1.00",Murdoch
"POINT (121.485 -30.885)","121.485","-30.885","
",NOAA-19,"62026",18:54,"20210219","17.30","-1.00","-1.00",Murdoch
"POINT (121.495 -30.885)","121.495","-30.885","
",NOAA-19,"62026",18:54,"20210219","17.37","-1.00","-1.00",Murdoch
"POINT (118.145 -32.895)","118.145","-32.895","
",NOAA-19,"62026",18:54,"20210219","9.27","-1.00","-1.00",Murdoch
"POINT (116.785 -20.605)","116.785","-20.605","Possible FHS
",NOAA-19,"62025",18:56,"20210219","5.01","-1.00","-1.00",Learmonth
"POINT (124.365 -21.495)","124.365","-21.495","Possible FHS
",NOAA-19,"62025",18:56,"20210219","48.35","-1.00","-1.00",Learmonth
"POINT (115.005 -21.705)","115.005","-21.705","Possible FHS
",NOAA-19,"62025",18:56,"20210219","10.56","-1.00","-1.00",Learmonth
"POINT (117.435 -30.655)","117.435","-30.655","Possible FHS
",NOAA-19,"62025",18:56,"20210219","9.83","-1.00","-1.00",Learmonth
"POINT (117.445 -30.655)","117.445","-30.655","Possible FHS
",NOAA-19,"62025",18:56,"20210219","9.76","-1.00","-1.00",Learmonth
"POINT (117.455 -30.655)","117.455","-30.655","Possible FHS
",NOAA-19,"62025",18:56,"20210219","9.69","-1.00","-1.00",Learmonth
"POINT (121.485 -30.885)","121.485","-30.885","
",NOAA-19,"62025",18:56,"20210219","17.30","-1.00","-1.00",Learmonth
"POINT (121.495 -30.885)","121.495","-30.885","
",NOAA-19,"62025",18:56,"20210219","17.37","-1.00","-1.00",Learmonth
"POINT (118.145 -32.895)","118.145","-32.895","
",NOAA-19,"62025",18:56,"20210219","9.27","-1.00","-1.00",Learmonth
"POINT (116.785 -20.605)","116.785","-20.605","Possible FHS
",NOAA-19,"62025",18:59,"20210219","5.01","-1.00","-1.00",Darwin
"POINT (124.365 -21.495)","124.365","-21.495","Possible FHS
",NOAA-19,"62025",18:59,"20210219","48.35","-1.00","-1.00",Darwin
"POINT (115.005 -21.705)","115.005","-21.705","Possible FHS
",NOAA-19,"62025",18:59,"20210219","10.56","-1.00","-1.00",Darwin
"POINT (118.505 -25.925)","118.505","-25.925","FHS 
",NOAA-23,"11870",21:36,"20210219","124.89","-1.00","-1.00",Murdoch
"POINT (117.455 -30.645)","117.455","-30.645","FHS 
",NOAA-23,"11870",21:36,"20210219","121.19","-1.00","-1.00",Murdoch
"POINT (117.465 -30.645)","117.465","-30.645","
",NOAA-23,"11870",21:36,"20210219","121.20","-1.00","-1.00",Murdoch
"POINT (121.505 -30.865)","121.505","-30.865","
",NOAA-23,"11870",21:36,"20210219","123.64","-1.00","-1.00",Murdoch
"POINT (121.495 -30.875)","121.495","-30.875","
",NOAA-23,"11870",21:36,"20210219","123.63","-1.00","-1.00",Murdoch
"POINT (119.605 -32.805)","119.605","-32.805","FHS 
",NOAA-23,"11870",21:36,"20210219","121.14","-1.00","-1.00",Murdoch
"POINT (149.63938 -27.49438)","149.639","-27.494","
",SNPP,"48269",22:47,"20210219","-1.00","-1.00","-1.00",Alice Springs
"POINT (149.63568 -27.49818)","149.636","-27.498","Possible FHS
",SNPP,"48269",22:47,"20210219","-1.00","-1.00","-1.00",Alice Springs
"POINT (149.63938 -27.49818)","149.639","-27.498","
",SNPP,"48269",22:47,"20210219","-1.00","-1.00","-1.00",Alice Springs
"POINT (149.64318 -27.49818)","149.643","-27.498","
",SNPP,"48269",22:47,"20210219","-1.00","-1.00","-1.00",Alice Springs
"POINT (149.62058 -27.50188)","149.621","-27.502","
",SNPP,"48269",22:47,"20210219","-1.00","-1.00","-1.00",Alice Springs
"POINT (149.62438 -27.50188)","149.624","-27.502","
",SNPP,"48269",22:47,"20210219","-1.00","-1.00","-1.00",Alice Springs
"POINT (149.62058 -27.50558)","149.621","-27.506","
",SNPP,"48269",22:47,"20210219","-1.00","-1.00","-1.00",Alice Springs
"POINT (149.62438 -27.50558)","149.624","-27.506","Possible FHS
",SNPP,"48269",22:47,"20210219","-1.00","-1.00","-1.00",Alice Springs
"POINT (148.14688 -27.94058)","148.147","-27.941","Possible FHS
",SNPP,"48269",22:47,"20210219","-1.00","-1.00","-1.00",Alice Springs
"POINT (147.61058 -28.07938)","147.611","-28.079","Possible FHS
",SNPP,"48269",22:47,"20210219","-1.00","-1.00","-1.00",Alice Springs
"POINT (147.60688 -28.08308)","147.607","-28.083","
",SNPP,"48269",22:47,"20210219","-1.00","-1.00","-1.00",Alice Springs
"POINT (147.61058 -28.08308)","147.611","-28.083","
",SNPP,"48269",22:47,"20210219","-1.00","-1.00","-1.00",Alice Springs
"POINT (147.61058 -28.08688)","147.611","-28.087","Possible FHS
",SNPP,"48269",22:47,"20210219","-1.00","-1.00","-1.00",Alice Springs
"POINT (140.87188 -28.13558)","140.872","-28.136","
",SNPP,"48269",22:47,"20210219","-1.00","-1.00","-1.00",Alice Springs
"POINT (151.87818 -28.74688)","151.878","-28.747","
",SNPP,"48269",22:47,"20210219","-1.00","-1.00","-1.00",Alice Springs
"POINT (149.50438 -29.63558)","149.504","-29.636","
",SNPP,"48269",22:47,"20210219","-1.00","-1.00","-1.00",Alice Springs
"POINT (149.50818 -29.63558)","149.508","-29.636","
",SNPP,"48269",22:47,"20210219","-1.00","-1.00","-1.00",Alice Springs
"POINT (149.00938 -30.66688)","149.009","-30.667","
",SNPP,"48269",22:47,"20210219","-1.00","-1.00","-1.00",Alice Springs
"POINT (150.29188 -30.89938)","150.292","-30.899","Possible FHS
",SNPP,"48269",22:47,"20210219","-1.00","-1.00","-1.00",Alice Springs
"POINT (147.56568 -32.03558)","147.566","-32.036","
",SNPP,"48269",22:47,"20210219","-1.00","-1.00","-1.00",Alice Springs
"POINT (146.74068 -32.05438)","146.741","-32.054","
",SNPP,"48269",22:47,"20210219","-1.00","-1.00","-1.00",Alice Springs
"POINT (146.74068 -32.05818)","146.741","-32.058","Possible FHS
",SNPP,"48269",22:47,"20210219","-1.00","-1.00","-1.00",Alice Springs
"POINT (146.74438 -32.05818)","146.744","-32.058","Possible FHS
",SNPP,"48269",22:47,"20210219","-1.00","-1.00","-1.00",Alice Springs
"POINT (146.08068 -32.13688)","146.081","-32.137","
",SNPP,"48269",22:47,"20210219","-1.00","-1.00","-1.00",Alice Springs
"POINT (146.86058 -32.32058)","146.861","-32.321","Possible FHS
",SNPP,"48269",22:47,"20210219","-1.00","-1.00","-1.00",Alice Springs
"POINT (146.86438 -32.32058)","146.864","-32.321","
",SNPP,"48269",22:47,"20210219","-1.00","-1.00","-1.00",Alice Springs
"POINT (146.36938 -33.10438)","146.369","-33.104","Possible FHS
",SNPP,"48269",22:47,"20210219","-1.00","-1.00","-1.00",Alice Springs
"POINT (145.38688 -33.48688)","145.387","-33.487","
",SNPP,"48269",22:47,"20210219","-1.00","-1.00","-1.00",Alice Springs
"POINT (145.38318 -33.49058)","145.383","-33.491","
",SNPP,"48269",22:47,"20210219","-1.00","-1.00","-1.00",Alice Springs
"POINT (145.38688 -33.49058)","145.387","-33.491","Possible FHS
",SNPP,"48269",22:47,"20210219","-1.00","-1.00","-1.00",Alice Springs
"POINT (145.38688 -33.49438)","145.387","-33.494","Possible FHS
",SNPP,"48269",22:47,"20210219","-1.00","-1.00","-1.00",Alice Springs
"POINT (145.39058 -33.49438)","145.391","-33.494","
",SNPP,"48269",22:47,"20210219","-1.00","-1.00","-1.00",Alice Springs
"POINT (145.39438 -33.49438)","145.394","-33.494","
",SNPP,"48269",22:47,"20210219","-1.00","-1.00","-1.00",Alice Springs
"POINT (145.35688 -33.50188)","145.357","-33.502","
",SNPP,"48269",22:47,"20210219","-1.00","-1.00","-1.00",Alice Springs
"POINT (150.84688 -33.76818)","150.847","-33.768","
",SNPP,"48269",22:47,"20210219","-1.00","-1.00","-1.00",Alice Springs
"POINT (150.85068 -33.76818)","150.851","-33.768","
",SNPP,"48269",22:47,"20210219","-1.00","-1.00","-1.00",Alice Springs
"POINT (150.58068 -34.25188)","150.581","-34.252","
",SNPP,"48269",22:47,"20210219","-1.00","-1.00","-1.00",Alice Springs
"POINT (150.88438 -34.46188)","150.884","-34.462","
",SNPP,"48269",22:47,"20210219","-1.00","-1.00","-1.00",Alice Springs
"POINT (150.89568 -34.46938)","150.896","-34.469","
",SNPP,"48269",22:47,"20210219","-1.00","-1.00","-1.00",Alice Springs
"POINT (150.89568 -34.47308)","150.896","-34.473","
",SNPP,"48269",22:47,"20210219","-1.00","-1.00","-1.00",Alice Springs
"POINT (149.97688 -34.75808)","149.977","-34.758","
",SNPP,"48269",22:47,"20210219","-1.00","-1.00","-1.00",Alice Springs
"POINT (144.78688 -37.83688)","144.787","-37.837","
",SNPP,"48269",22:47,"20210219","-1.00","-1.00","-1.00",Alice Springs
"POINT (144.79068 -37.83688)","144.791","-37.837","
",SNPP,"48269",22:47,"20210219","-1.00","-1.00","-1.00",Alice Springs
"POINT (149.505 -29.634)","149.505","-29.634",,SNPP,"48269",22:47,"20210219","-1.00","8.00","0.00",Alice Springs
"POINT (151.348 -30.137)","151.348","-30.137",,SNPP,"48269",22:47,"20210219","-1.00","8.00","0.00",Alice Springs
"POINT (140.87 -28.135)","140.870","-28.135",,SNPP,"48269",22:47,"20210219","-1.00","8.00","0.00",Alice Springs
"POINT (149.01 -30.662)","149.010","-30.662",,SNPP,"48269",22:47,"20210219","-1.00","8.00","0.00",Alice Springs
"POINT (149.009 -30.665)","149.009","-30.665",,SNPP,"48269",22:47,"20210219","-1.00","8.00","0.00",Alice Springs
"POINT (150.292 -30.898)","150.292","-30.898",,SNPP,"48269",22:47,"20210219","-1.00","8.00","0.00",Alice Springs
"POINT (150.965 -31.412)","150.965","-31.412",,SNPP,"48269",22:47,"20210219","-1.00","8.00","0.00",Alice Springs
"POINT (150.96 -31.414)","150.960","-31.414",,SNPP,"48269",22:47,"20210219","-1.00","8.00","0.00",Alice Springs
"POINT (150.965 -31.415)","150.965","-31.415",,SNPP,"48269",22:47,"20210219","-1.00","8.00","0.00",Alice Springs
"POINT (150.96 -31.418)","150.960","-31.418",,SNPP,"48269",22:47,"20210219","-1.00","8.00","0.00",Alice Springs
"POINT (150.964 -31.418)","150.964","-31.418",,SNPP,"48269",22:47,"20210219","-1.00","8.00","0.00",Alice Springs
"POINT (146.662 -31.12)","146.662","-31.120",,SNPP,"48269",22:47,"20210219","-1.00","8.00","0.00",Alice Springs
"POINT (146.655 -31.122)","146.655","-31.122",,SNPP,"48269",22:47,"20210219","-1.00","8.00","0.00",Alice Springs
"POINT (147.565 -32.033)","147.565","-32.033",,SNPP,"48269",22:47,"20210219","-1.00","8.00","0.00",Alice Springs
"POINT (146.741 -32.054)","146.741","-32.054",,SNPP,"48269",22:47,"20210219","-1.00","8.00","3.38",Alice Springs
"POINT (146.079 -32.134)","146.079","-32.134",,SNPP,"48269",22:47,"20210219","-1.00","8.00","0.95",Alice Springs
"POINT (146.862 -32.318)","146.862","-32.318",,SNPP,"48269",22:47,"20210219","-1.00","8.00","0.93",Alice Springs
"POINT (150.848 -33.766)","150.848","-33.766",,SNPP,"48269",22:47,"20210219","-1.00","8.00","1.27",Alice Springs
"POINT (146.369 -33.098)","146.369","-33.098",,SNPP,"48269",22:47,"20210219","-1.00","8.00","1.25",Alice Springs
"POINT (146.367 -33.102)","146.367","-33.102",,SNPP,"48269",22:47,"20210219","-1.00","8.00","1.25",Alice Springs
"POINT (146.343 -33.101)","146.343","-33.101",,SNPP,"48269",22:47,"20210219","-1.00","8.00","0.74",Alice Springs
"POINT (150.579 -34.249)","150.579","-34.249",,SNPP,"48269",22:47,"20210219","-1.00","8.00","0.47",Alice Springs
"POINT (150.883 -34.46)","150.883","-34.460",,SNPP,"48269",22:47,"20210219","-1.00","8.00","2.72",Alice Springs
"POINT (150.887 -34.461)","150.887","-34.461",,SNPP,"48269",22:47,"20210219","-1.00","8.00","1.09",Alice Springs
"POINT (150.882 -34.464)","150.882","-34.464",,SNPP,"48269",22:47,"20210219","-1.00","8.00","2.72",Alice Springs
"POINT (150.89 -34.465)","150.890","-34.465",,SNPP,"48269",22:47,"20210219","-1.00","8.00","1.09",Alice Springs
"POINT (150.895 -34.466)","150.895","-34.466",,SNPP,"48269",22:47,"20210219","-1.00","8.00","1.76",Alice Springs
"POINT (150.894 -34.469)","150.894","-34.469",,SNPP,"48269",22:47,"20210219","-1.00","8.00","4.07",Alice Springs
"POINT (145.385 -33.486)","145.385","-33.486",,SNPP,"48269",22:47,"20210219","-1.00","8.00","1.30",Alice Springs
"POINT (145.389 -33.487)","145.389","-33.487",,SNPP,"48269",22:47,"20210219","-1.00","8.00","1.30",Alice Springs
"POINT (145.392 -33.492)","145.392","-33.492",,SNPP,"48269",22:47,"20210219","-1.00","8.00","2.15",Alice Springs
"POINT (145.384 -33.49)","145.384","-33.490",,SNPP,"48269",22:47,"20210219","-1.00","8.00","1.30",Alice Springs
"POINT (145.388 -33.491)","145.388","-33.491",,SNPP,"48269",22:47,"20210219","-1.00","8.00","1.30",Alice Springs
"POINT (145.354 -33.497)","145.354","-33.497",,SNPP,"48269",22:47,"20210219","-1.00","8.00","0.97",Alice Springs
"POINT (145.359 -33.498)","145.359","-33.498",,SNPP,"48269",22:47,"20210219","-1.00","8.00","0.97",Alice Springs
"POINT (145.357 -33.502)","145.357","-33.502",,SNPP,"48269",22:47,"20210219","-1.00","8.00","0.97",Alice Springs
"POINT (145.356 -33.5)","145.356","-33.500",,SNPP,"48269",22:47,"20210219","-1.00","8.00","1.37",Alice Springs
"POINT (145.36 -33.501)","145.360","-33.501",,SNPP,"48269",22:47,"20210219","-1.00","8.00","1.37",Alice Springs
"POINT (149.977 -34.756)","149.977","-34.756",,SNPP,"48269",22:47,"20210219","-1.00","8.00","0.82",Alice Springs
"POINT (150.327 -35.519)","150.327","-35.519",,SNPP,"48269",22:47,"20210219","-1.00","8.00","0.94",Alice Springs
"POINT (144.788 -37.834)","144.788","-37.834",,SNPP,"48269",22:47,"20210219","-1.00","8.00","1.96",Alice Springs
"POINT (146.853 -41.135)","146.853","-41.135",,SNPP,"48269",22:47,"20210219","-1.00","8.00","1.95",Alice Springs
"POINT (149.63938 -27.49438)","149.639","-27.494","
",SNPP,"48269",22:49,"20210219","-1.00","-1.00","-1.00",Crib Point
"POINT (149.63568 -27.49818)","149.636","-27.498","Possible FHS
",SNPP,"48269",22:49,"20210219","-1.00","-1.00","-1.00",Crib Point
"POINT (149.63938 -27.49818)","149.639","-27.498","
",SNPP,"48269",22:49,"20210219","-1.00","-1.00","-1.00",Crib Point
"POINT (149.64318 -27.49818)","149.643","-27.498","
",SNPP,"48269",22:49,"20210219","-1.00","-1.00","-1.00",Crib Point
"POINT (149.62058 -27.50188)","149.621","-27.502","
",SNPP,"48269",22:49,"20210219","-1.00","-1.00","-1.00",Crib Point
"POINT (149.62438 -27.50188)","149.624","-27.502","
",SNPP,"48269",22:49,"20210219","-1.00","-1.00","-1.00",Crib Point
"POINT (149.62058 -27.50558)","149.621","-27.506","
",SNPP,"48269",22:49,"20210219","-1.00","-1.00","-1.00",Crib Point
"POINT (149.62438 -27.50558)","149.624","-27.506","Possible FHS
",SNPP,"48269",22:49,"20210219","-1.00","-1.00","-1.00",Crib Point
"POINT (148.14688 -27.94058)","148.147","-27.941","Possible FHS
",SNPP,"48269",22:49,"20210219","-1.00","-1.00","-1.00",Crib Point
"POINT (147.61058 -28.07938)","147.611","-28.079","Possible FHS
",SNPP,"48269",22:49,"20210219","-1.00","-1.00","-1.00",Crib Point
"POINT (147.60688 -28.08308)","147.607","-28.083","
",SNPP,"48269",22:49,"20210219","-1.00","-1.00","-1.00",Crib Point
"POINT (147.61058 -28.08308)","147.611","-28.083","
",SNPP,"48269",22:49,"20210219","-1.00","-1.00","-1.00",Crib Point
"POINT (147.61058 -28.08688)","147.611","-28.087","Possible FHS
",SNPP,"48269",22:49,"20210219","-1.00","-1.00","-1.00",Crib Point
"POINT (140.87188 -28.13558)","140.872","-28.136","
",SNPP,"48269",22:49,"20210219","-1.00","-1.00","-1.00",Crib Point
"POINT (151.87818 -28.74688)","151.878","-28.747","
",SNPP,"48269",22:49,"20210219","-1.00","-1.00","-1.00",Crib Point
"POINT (149.50438 -29.63558)","149.504","-29.636","
",SNPP,"48269",22:49,"20210219","-1.00","-1.00","-1.00",Crib Point
"POINT (149.50818 -29.63558)","149.508","-29.636","
",SNPP,"48269",22:49,"20210219","-1.00","-1.00","-1.00",Crib Point
"POINT (149.00938 -30.66688)","149.009","-30.667","
",SNPP,"48269",22:49,"20210219","-1.00","-1.00","-1.00",Crib Point
"POINT (150.29188 -30.89938)","150.292","-30.899","Possible FHS
",SNPP,"48269",22:49,"20210219","-1.00","-1.00","-1.00",Crib Point
"POINT (147.56568 -32.03558)","147.566","-32.036","
",SNPP,"48269",22:49,"20210219","-1.00","-1.00","-1.00",Crib Point
"POINT (146.74068 -32.05438)","146.741","-32.054","
",SNPP,"48269",22:49,"20210219","-1.00","-1.00","-1.00",Crib Point
"POINT (146.74068 -32.05818)","146.741","-32.058","Possible FHS
",SNPP,"48269",22:49,"20210219","-1.00","-1.00","-1.00",Crib Point
"POINT (146.74438 -32.05818)","146.744","-32.058","Possible FHS
",SNPP,"48269",22:49,"20210219","-1.00","-1.00","-1.00",Crib Point
"POINT (146.08068 -32.13688)","146.081","-32.137","
",SNPP,"48269",22:49,"20210219","-1.00","-1.00","-1.00",Crib Point
"POINT (146.86058 -32.32058)","146.861","-32.321","Possible FHS
",SNPP,"48269",22:49,"20210219","-1.00","-1.00","-1.00",Crib Point
"POINT (146.86438 -32.32058)","146.864","-32.321","
",SNPP,"48269",22:49,"20210219","-1.00","-1.00","-1.00",Crib Point
"POINT (146.36938 -33.10438)","146.369","-33.104","Possible FHS
",SNPP,"48269",22:49,"20210219","-1.00","-1.00","-1.00",Crib Point
"POINT (145.38688 -33.48688)","145.387","-33.487","
",SNPP,"48269",22:49,"20210219","-1.00","-1.00","-1.00",Crib Point
"POINT (145.38318 -33.49058)","145.383","-33.491","
",SNPP,"48269",22:49,"20210219","-1.00","-1.00","-1.00",Crib Point
"POINT (145.38688 -33.49058)","145.387","-33.491","Possible FHS
",SNPP,"48269",22:49,"20210219","-1.00","-1.00","-1.00",Crib Point
"POINT (145.38688 -33.49438)","145.387","-33.494","Possible FHS
",SNPP,"48269",22:49,"20210219","-1.00","-1.00","-1.00",Crib Point
"POINT (145.39058 -33.49438)","145.391","-33.494","
",SNPP,"48269",22:49,"20210219","-1.00","-1.00","-1.00",Crib Point
"POINT (145.39438 -33.49438)","145.394","-33.494","
",SNPP,"48269",22:49,"20210219","-1.00","-1.00","-1.00",Crib Point
"POINT (145.35688 -33.50188)","145.357","-33.502","
",SNPP,"48269",22:49,"20210219","-1.00","-1.00","-1.00",Crib Point
"POINT (150.84688 -33.76818)","150.847","-33.768","
",SNPP,"48269",22:49,"20210219","-1.00","-1.00","-1.00",Crib Point
"POINT (150.85068 -33.76818)","150.851","-33.768","
",SNPP,"48269",22:49,"20210219","-1.00","-1.00","-1.00",Crib Point
"POINT (150.58068 -34.25188)","150.581","-34.252","
",SNPP,"48269",22:49,"20210219","-1.00","-1.00","-1.00",Crib Point
"POINT (150.88438 -34.46188)","150.884","-34.462","
",SNPP,"48269",22:49,"20210219","-1.00","-1.00","-1.00",Crib Point
"POINT (150.89568 -34.46938)","150.896","-34.469","
",SNPP,"48269",22:49,"20210219","-1.00","-1.00","-1.00",Crib Point
"POINT (150.89568 -34.47308)","150.896","-34.473","
",SNPP,"48269",22:49,"20210219","-1.00","-1.00","-1.00",Crib Point
"POINT (149.97688 -34.75808)","149.977","-34.758","
",SNPP,"48269",22:49,"20210219","-1.00","-1.00","-1.00",Crib Point
"POINT (144.78688 -37.83688)","144.787","-37.837","
",SNPP,"48269",22:49,"20210219","-1.00","-1.00","-1.00",Crib Point
"POINT (144.79068 -37.83688)","144.791","-37.837","
",SNPP,"48269",22:49,"20210219","-1.00","-1.00","-1.00",Crib Point
"POINT (149.505 -29.634)","149.505","-29.634",,SNPP,"48269",22:49,"20210219","-1.00","8.00","0.00",Crib Point
"POINT (151.348 -30.137)","151.348","-30.137",,SNPP,"48269",22:49,"20210219","-1.00","8.00","0.00",Crib Point
"POINT (140.87 -28.135)","140.870","-28.135",,SNPP,"48269",22:49,"20210219","-1.00","8.00","0.00",Crib Point
"POINT (149.01 -30.662)","149.010","-30.662",,SNPP,"48269",22:49,"20210219","-1.00","8.00","0.00",Crib Point
"POINT (149.009 -30.665)","149.009","-30.665",,SNPP,"48269",22:49,"20210219","-1.00","8.00","0.00",Crib Point
"POINT (150.292 -30.898)","150.292","-30.898",,SNPP,"48269",22:49,"20210219","-1.00","8.00","0.00",Crib Point
"POINT (150.965 -31.412)","150.965","-31.412",,SNPP,"48269",22:49,"20210219","-1.00","8.00","0.00",Crib Point
"POINT (150.96 -31.414)","150.960","-31.414",,SNPP,"48269",22:49,"20210219","-1.00","8.00","0.00",Crib Point
"POINT (150.965 -31.415)","150.965","-31.415",,SNPP,"48269",22:49,"20210219","-1.00","8.00","0.00",Crib Point
"POINT (150.96 -31.418)","150.960","-31.418",,SNPP,"48269",22:49,"20210219","-1.00","8.00","0.00",Crib Point
"POINT (150.964 -31.418)","150.964","-31.418",,SNPP,"48269",22:49,"20210219","-1.00","8.00","0.00",Crib Point
"POINT (146.662 -31.12)","146.662","-31.120",,SNPP,"48269",22:49,"20210219","-1.00","8.00","0.00",Crib Point
"POINT (146.655 -31.122)","146.655","-31.122",,SNPP,"48269",22:49,"20210219","-1.00","8.00","0.00",Crib Point
"POINT (147.565 -32.033)","147.565","-32.033",,SNPP,"48269",22:49,"20210219","-1.00","8.00","0.00",Crib Point
"POINT (146.741 -32.054)","146.741","-32.054",,SNPP,"48269",22:49,"20210219","-1.00","8.00","3.38",Crib Point
"POINT (146.079 -32.134)","146.079","-32.134",,SNPP,"48269",22:49,"20210219","-1.00","8.00","0.95",Crib Point
"POINT (146.862 -32.318)","146.862","-32.318",,SNPP,"48269",22:49,"20210219","-1.00","8.00","0.93",Crib Point
"POINT (150.848 -33.766)","150.848","-33.766",,SNPP,"48269",22:49,"20210219","-1.00","8.00","1.27",Crib Point
"POINT (146.369 -33.098)","146.369","-33.098",,SNPP,"48269",22:49,"20210219","-1.00","8.00","1.25",Crib Point
"POINT (146.367 -33.102)","146.367","-33.102",,SNPP,"48269",22:49,"20210219","-1.00","8.00","1.25",Crib Point
"POINT (146.343 -33.101)","146.343","-33.101",,SNPP,"48269",22:49,"20210219","-1.00","8.00","0.74",Crib Point
"POINT (150.579 -34.249)","150.579","-34.249",,SNPP,"48269",22:49,"20210219","-1.00","8.00","0.47",Crib Point
"POINT (150.883 -34.46)","150.883","-34.460",,SNPP,"48269",22:49,"20210219","-1.00","8.00","2.72",Crib Point
"POINT (150.887 -34.461)","150.887","-34.461",,SNPP,"48269",22:49,"20210219","-1.00","8.00","1.09",Crib Point
"POINT (150.882 -34.464)","150.882","-34.464",,SNPP,"48269",22:49,"20210219","-1.00","8.00","2.72",Crib Point
"POINT (150.89 -34.465)","150.890","-34.465",,SNPP,"48269",22:49,"20210219","-1.00","8.00","1.09",Crib Point
"POINT (150.895 -34.466)","150.895","-34.466",,SNPP,"48269",22:49,"20210219","-1.00","8.00","1.76",Crib Point
"POINT (150.894 -34.469)","150.894","-34.469",,SNPP,"48269",22:49,"20210219","-1.00","8.00","4.07",Crib Point
"POINT (145.385 -33.486)","145.385","-33.486",,SNPP,"48269",22:49,"20210219","-1.00","8.00","1.30",Crib Point
"POINT (145.389 -33.487)","145.389","-33.487",,SNPP,"48269",22:49,"20210219","-1.00","8.00","1.30",Crib Point
"POINT (145.392 -33.492)","145.392","-33.492",,SNPP,"48269",22:49,"20210219","-1.00","8.00","2.15",Crib Point
"POINT (145.384 -33.49)","145.384","-33.490",,SNPP,"48269",22:49,"20210219","-1.00","8.00","1.30",Crib Point
"POINT (145.388 -33.491)","145.388","-33.491",,SNPP,"48269",22:49,"20210219","-1.00","8.00","1.30",Crib Point
"POINT (145.354 -33.497)","145.354","-33.497",,SNPP,"48269",22:49,"20210219","-1.00","8.00","0.97",Crib Point
"POINT (145.359 -33.498)","145.359","-33.498",,SNPP,"48269",22:49,"20210219","-1.00","8.00","0.97",Crib Point
"POINT (145.357 -33.502)","145.357","-33.502",,SNPP,"48269",22:49,"20210219","-1.00","8.00","0.97",Crib Point
"POINT (145.356 -33.5)","145.356","-33.500",,SNPP,"48269",22:49,"20210219","-1.00","8.00","1.37",Crib Point
"POINT (145.36 -33.501)","145.360","-33.501",,SNPP,"48269",22:49,"20210219","-1.00","8.00","1.37",Crib Point
"POINT (149.977 -34.756)","149.977","-34.756",,SNPP,"48269",22:49,"20210219","-1.00","8.00","0.82",Crib Point
"POINT (150.327 -35.519)","150.327","-35.519",,SNPP,"48269",22:49,"20210219","-1.00","8.00","0.94",Crib Point
"POINT (144.788 -37.834)","144.788","-37.834",,SNPP,"48269",22:49,"20210219","-1.00","8.00","1.96",Crib Point
"POINT (146.853 -41.135)","146.853","-41.135",,SNPP,"48269",22:49,"20210219","-1.00","8.00","1.95",Crib Point
"POINT (146.989 -26.409)","146.989","-26.409",,Aqua,"202102191525",23:25,"20210219","-1.00","35.00","10.18",Goddard
"POINT (149.64 -27.486)","149.640","-27.486",,Aqua,"202102191525",23:25,"20210219","-1.00","35.00","10.98",Goddard
